"component","regulator","date","condition","accelerated","withdrawn","first_in_class","note","context","stage_or_status","risk_stratification","demographics","ineligibility","prior_therapy","prior_therapy_negation","prior_therapy_setting","response_contingency","time_contingency","prior_biomarker","with","biomarker","biomarker_negation","study_yn","study","string","date_added"
"Afatinib","HC","2013-11-01","Non-small cell lung cancer nonsquamous",FALSE,FALSE,FALSE,"","","Metastatic","","","","EGFR TKI","TRUE","","","","","0","Activating EGFR mutation","FALSE",NA,"","2013-11-01: Initial notice of compliance as monotherapy for the treatment of Epidermal Growth Factor Receptor (EGFR) tyrosine kinase inhibitor-naive patients with metastatic (including cytologically proven pleural effusion) <a href=""/wiki/Non-small_cell_lung_cancer,_nonsquamous"" title=""Non-small cell lung cancer, nonsquamous"">adenocarcinoma of the lung</a> with activating EGFR mutation(s).","2023-05-08"
"Afatinib","HC","2016-08-25","Non-small cell lung cancer squamous",FALSE,FALSE,FALSE,"","Second-line","Locally advanced OR Metastatic","","","","1 SACT","FALSE","","","","","","","",NA,"","2016-08-25: New indication for second line treatment of patients with locally advanced or metastatic <a href=""/wiki/Non-small_cell_lung_cancer,_squamous"" title=""Non-small cell lung cancer, squamous"">non-small cell lung cancer (NSCLC) of squamous histology</a>.","2023-05-08"
"Afatinib","HC","2018-09-20","NONE",FALSE,FALSE,FALSE,"No linked condition","","","","","","",NA,"","","","","","","",NA,"","2018-09-20: Updated indication (unclear)","2023-05-08"
"Afatinib","PMDA","2014-01-17","Non-small cell lung cancer",FALSE,FALSE,FALSE,"","","Unresectable advanced OR Recurrent","","","","",NA,"","","","","","EGFR mutation","FALSE",NA,"","2014-01-17: Initial approval for the treatment of unresectable advanced or recurrent <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer"">non-small cell lung cancer</a> with EGFR gene mutation.","2023-06-16"
"Aldesleukin","EMA","1989-07-03","NONE",FALSE,FALSE,TRUE,"No linked condition","","","","","","",NA,"","","","","","","",NA,"","1989-07-03: EURD","2023-07-31"
"Aldesleukin","FDA","1992-05-05","Renal cell carcinoma",FALSE,FALSE,FALSE,"","","Metastatic","","adults","","",NA,"","","","","","","",TRUE,"Fyfe et al. 1995","1992-05-05: Initial approval for treatment of adults (&gt;18 years old) with metastatic <a href=""/wiki/Renal_cell_carcinoma"" title=""Renal cell carcinoma"">renal cell carcinoma</a>. <i>(Based on Fyfe et al. 1995)</i>","2022-09-05"
"Aldesleukin","FDA","Uncertain date","Melanoma",FALSE,FALSE,FALSE,"","","Metastatic","","adults","","",NA,"","","","","","","",TRUE,"Atkins et al. 1999","Uncertain date: Approved for the treatment of adults with metastatic <a href=""/wiki/Melanoma"" title=""Melanoma"">melanoma</a>. <i>(Based on Atkins et al. 1999)</i>","2022-09-05"
"Aldesleukin","PMDA","2021-06-23","Neuroblastoma",FALSE,FALSE,FALSE,"","","","","","","",NA,"","","","","dinutuximab","","",NA,"","2021-06-23: New indication and a new dosage for the enhancement of an antitumor effect of dinutuximab (genetical recombination) for <a href=""/wiki/Neuroblastoma"" title=""Neuroblastoma"">neuroblastoma</a>.","2023-06-16"
"Alectinib","EMA","2017-02-16","Non-small cell lung cancer",FALSE,FALSE,FALSE,"","","Advanced","","adults","","Crizotinib","FALSE","","","","","0","ALK rearrangement","FALSE",NA,"","2017-02-16: Initial marketing authorization as Alecensa as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (ALK) positive advanced <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer"">non-small cell lung cancer (NSCLC)</a> previously treated with crizotinib.","2023-09-17"
"Alectinib","EMA","2017-12-18","Non-small cell lung cancer",FALSE,FALSE,FALSE,"","First-line","","","adults","","",NA,"","","","","","ALK rearrangement","FALSE",NA,"","2017-12-18: Extension of Indication for Alecensa (alectinib) to first line treatment of adult patients with anaplastic lymphoma kinase (ALK)-positive advanced <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer"">non-small cell lung cancer (NSCLC)</a>. <i>(Prior treatment criteria removed)</i>","2023-09-17"
"Alectinib","FDA","2015-12-11","Non-small cell lung cancer",TRUE,FALSE,FALSE,"","","","","","","Crizotinib","FALSE","","","","","","ALK rearrangement","FALSE",TRUE,"NP28673","2015-12-11: Granted accelerated FDA approval for the treatment of patients with <a href=""/wiki/Biomarkers#ALK"" title=""Biomarkers"">anaplastic lymphoma kinase (ALK)</a>-<a href=""/wiki/Biomarkers#Rearrangement"" title=""Biomarkers"">positive</a> <a href=""/wiki/Contexts#Metastatic"" title=""Contexts"">metastatic</a> <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer"">non-small cell lung cancer (NSCLC)</a> who have progressed on or are intolerant to <a href=""/wiki/Crizotinib_(Xalkori)"" title=""Crizotinib (Xalkori)"">crizotinib</a>. <i>(Based on NP28761 and NP28673)</i>","2022-09-05"
"Alectinib","FDA","2015-12-11","Non-small cell lung cancer",TRUE,FALSE,FALSE,"","","","","","","Crizotinib","FALSE","","","","","","ALK rearrangement","FALSE",TRUE,"NP28761","2015-12-11: Granted accelerated FDA approval for the treatment of patients with <a href=""/wiki/Biomarkers#ALK"" title=""Biomarkers"">anaplastic lymphoma kinase (ALK)</a>-<a href=""/wiki/Biomarkers#Rearrangement"" title=""Biomarkers"">positive</a> <a href=""/wiki/Contexts#Metastatic"" title=""Contexts"">metastatic</a> <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer"">non-small cell lung cancer (NSCLC)</a> who have progressed on or are intolerant to <a href=""/wiki/Crizotinib_(Xalkori)"" title=""Crizotinib (Xalkori)"">crizotinib</a>. <i>(Based on NP28761 and NP28673)</i>","2022-09-05"
"Alectinib","FDA","2017-11-06","Non-small cell lung cancer",FALSE,FALSE,FALSE,"","","Metastatic","","","","",NA,"","","","","","ALK rearrangement","FALSE",TRUE,"ALEX","2017-11-06: Granted regular FDA approval for treatment of patients with <a href=""/wiki/Biomarkers#ALK"" title=""Biomarkers"">anaplastic lymphoma kinase (ALK)</a>-<a href=""/wiki/Biomarkers#Rearrangement"" title=""Biomarkers"">positive</a> <a href=""/wiki/Contexts#Metastatic"" title=""Contexts"">metastatic</a> <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer"">non-small cell lung cancer (NSCLC)</a>, as detected by an FDA-approved test. <i>(Converted to regular approval; prior crizotinib exposure requirement removed; based on ALEX)</i>","2022-09-05"
"Alectinib","FDA","2024-04-18","Non-small cell lung cancer",FALSE,FALSE,FALSE,"","Adjuvant","","","","","resection",NA,"","","","","","ALK rearrangement","",TRUE,"ALINA","2024-04-18: Approved for adjuvant treatment following tumor resection in patients with anaplastic lymphoma kinase (ALK)-positive <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer"">non-small cell lung cancer (NSCLC)</a>, as detected by an FDA-approved test. <i>(Based on ALINA)</i>","2024-06-03"
"Alectinib","HC","2016-09-28","Non-small cell lung cancer",TRUE,FALSE,FALSE,"","","Locally advanced OR Metastatic","","","","Crizotinib","FALSE","","Progression OR Intolerance","","","0","","",NA,"","2016-09-28: Initial notice of compliance with conditions as a monotherapy for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive, locally advanced (not amenable to curative therapy) or metastatic <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer"">non-small cell lung cancer (NSCLC)</a> who have progressed on or are intolerant to crizotinib.","2023-05-08"
"Alectinib","HC","2018-06-11","Non-small cell lung cancer",FALSE,FALSE,FALSE,"","First-line","Locally advanced OR Metastatic","","","","",NA,"","","","","","","",NA,"","2018-06-11: New indication for the first-line treatment of patients with anaplastic lymphoma kinase-positive, locally advanced (not amenable to curative therapy) or metastatic <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer"">non-small cell lung cancer</a>.","2023-05-08"
"Alectinib","HC","2018-09-26","Non-small cell lung cancer",FALSE,FALSE,FALSE,"","","Locally advanced OR Metastatic","","","","Crizotinib","FALSE","","Progression OR Intolerance","","","","","",NA,"","2018-09-26: Conditions were met for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive, locally advanced (not amenable to curative therapy) or metastatic <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer"">non-small cell lung cancer (NSCLC)</a> who have progressed on or are intolerant to crizotinib.","2023-05-08"
"Alectinib","PMDA","2014-07-04","Non-small cell lung cancer",FALSE,FALSE,FALSE,"","","Unresectable advanced OR Recurrent","","","","",NA,"","","","","","ALK rearrangement","FALSE",NA,"","2014-07-04: Initial approval for the treatment of unresectable advanced/relapsed ALK fusion gene-positive <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer"">non-small cell lung cancer</a>.","2023-06-16"
"Alectinib","PMDA","2020-02-21","Anaplastic large cell lymphoma",FALSE,FALSE,FALSE,"","","Relapsed or refractory","","","","",NA,"","","","","","ALK rearrangement","FALSE",NA,"","2020-02-21: New indication and a new dosage for the treatment of relapsed or refractory ALK fusion gene-positive <a href=""/wiki/Anaplastic_large_cell_lymphoma"" title=""Anaplastic large cell lymphoma"">anaplastic large cell lymphoma</a>.","2023-06-16"
"Alemtuzumab","EMA","2001-07-06","Chronic lymphocytic leukemia",FALSE,FALSE,FALSE,"","","","","","fludarabine combination chemotherapy is not appropriate","",NA,"","","","","","","",NA,"","2001-07-06: Initial authorization for the treatment of patients with <a href=""/wiki/Chronic_lymphocytic_leukemia"" title=""Chronic lymphocytic leukemia"">B-cell chronic lymphocytic leukaemia (B-CLL)</a> for whom fludarabine combination chemotherapy is not appropriate.","2023-05-08"
"Alemtuzumab","EMA","2012-08-08","NONE",FALSE,TRUE,FALSE,"No linked condition","not applicable","not applicable","not applicable","not applicable","","not applicable","FALSE","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","",NA,"","2012-08-08: Authorization withdrawn at the request of the manufacturer, for commercial reasons","2023-05-08"
"Alemtuzumab","FDA","2001-05-07","Chronic lymphocytic leukemia",TRUE,FALSE,TRUE,"","","","","","","Alkylating agent AND Fludarabine","FALSE","","","","","","","",TRUE,"Keating et al. 2002","2001-05-07: Initial accelerated approval for the treatment of patients with <a href=""/wiki/Chronic_lymphocytic_leukemia"" title=""Chronic lymphocytic leukemia""> B-cell chronic lymphocytic leukemia</a> who have been treated with <a href=""/wiki/Regimen_classes#Alkylator-based_regimen"" title=""Regimen classes"">alkylating agents</a> and who have failed <a href=""/wiki/Regimen_classes#Fludarabine-based_regimen"" title=""Regimen classes""> fludarabine therapy</a>.<sup id=""cite_ref-6"" class=""reference""><a href=""#cite_note-6"">&#91;6&#93;</a> <i>(Based on Keating et al. 2002, Rai et al. 2002, and Lozanski et al. 2004)</i>","2022-09-05"
"Alemtuzumab","FDA","2001-05-07","Chronic lymphocytic leukemia",TRUE,FALSE,TRUE,"","","","","","","Alkylating agent AND Fludarabine","FALSE","","","","","","","",TRUE,"Lozanski et al. 2004","2001-05-07: Initial accelerated approval for the treatment of patients with <a href=""/wiki/Chronic_lymphocytic_leukemia"" title=""Chronic lymphocytic leukemia""> B-cell chronic lymphocytic leukemia</a> who have been treated with <a href=""/wiki/Regimen_classes#Alkylator-based_regimen"" title=""Regimen classes"">alkylating agents</a> and who have failed <a href=""/wiki/Regimen_classes#Fludarabine-based_regimen"" title=""Regimen classes""> fludarabine therapy</a>.<sup id=""cite_ref-6"" class=""reference""><a href=""#cite_note-6"">&#91;6&#93;</a> <i>(Based on Keating et al. 2002, Rai et al. 2002, and Lozanski et al. 2004)</i>","2022-09-05"
"Alemtuzumab","FDA","2001-05-07","Chronic lymphocytic leukemia",TRUE,FALSE,TRUE,"","","","","","","Alkylating agent AND Fludarabine","FALSE","","","","","","","",TRUE,"Rai et al. 2002","2001-05-07: Initial accelerated approval for the treatment of patients with <a href=""/wiki/Chronic_lymphocytic_leukemia"" title=""Chronic lymphocytic leukemia""> B-cell chronic lymphocytic leukemia</a> who have been treated with <a href=""/wiki/Regimen_classes#Alkylator-based_regimen"" title=""Regimen classes"">alkylating agents</a> and who have failed <a href=""/wiki/Regimen_classes#Fludarabine-based_regimen"" title=""Regimen classes""> fludarabine therapy</a>.<sup id=""cite_ref-6"" class=""reference""><a href=""#cite_note-6"">&#91;6&#93;</a> <i>(Based on Keating et al. 2002, Rai et al. 2002, and Lozanski et al. 2004)</i>","2022-09-05"
"Alemtuzumab","FDA","2007-09-19","Chronic lymphocytic leukemia",FALSE,FALSE,FALSE,"","","","","","","",NA,"","","","","0","","",TRUE,"CAM 307","2007-09-19: Converted to regular approval and indication expanded to include use as a single agent for treatment of <a href=""/wiki/Chronic_lymphocytic_leukemia"" title=""Chronic lymphocytic leukemia""> B-cell chronic lymphocytic leukemia (B-CLL)</a> <i>(Based on CAM 307)</i>","2022-09-05"
"Alemtuzumab","FDA","2012-10-15","NONE",FALSE,TRUE,FALSE,"No linked condition","","","","","","",NA,"","","","","","","",NA,"","2012-10: Genzyme withdraws drug from USA and EU (still available for B-CLL patients, however). See Lancet editorial.<sup id=""cite_ref-7"" class=""reference""><a href=""#cite_note-7"">&#91;7&#93;</a>","2023-05-08"
"Alemtuzumab","PMDA","2014-09-26","Chronic lymphocytic leukemia",FALSE,FALSE,FALSE,"","","Relapsed or refractory","","","","",NA,"","","","","","","",NA,"","2014-09-26: Initial approval for the treatment of relapsed or refractory <a href=""/wiki/Chronic_lymphocytic_leukemia"" title=""Chronic lymphocytic leukemia"">chronic lymphocytic leukemia</a>.","2023-06-16"
"Alemtuzumab","PMDA","2020-12-25","NONE",FALSE,FALSE,FALSE,"No linked condition","","","","","","",NA,"","","","","","","",NA,"","2020-12-25: New indication and a new dosage for a conditioning regimen prior to allogeneic hematopoietic stem cell transplantation.","2023-06-16"
"Alendronate","","","",FALSE,FALSE,FALSE,"No changes in FDA indication section","","","","","","",NA,"","","","","","","",NA,"","","2022-09-05"
"Alitretinoin","FDA","1999-02-02","Kaposi sarcoma",FALSE,FALSE,FALSE,"","","Cutaneous","","","","",NA,"","","","","","","",TRUE,"Bodsworth et al. 2001","1999-02-02: Initial approval for topical treatment of cutaneous lesions in patients with <a href=""/wiki/Kaposi_sarcoma"" title=""Kaposi sarcoma"">AIDS-related Kaposi's sarcoma</a>. <i>(Based on Walmsley et al. 1999 and Bodsworth et al. 2001)</i>","2022-09-05"
"Alitretinoin","FDA","1999-02-02","Kaposi sarcoma",FALSE,FALSE,FALSE,"","","Cutaneous","","","","",NA,"","","","","","","",TRUE,"Walmsley et al. 1999","1999-02-02: Initial approval for topical treatment of cutaneous lesions in patients with <a href=""/wiki/Kaposi_sarcoma"" title=""Kaposi sarcoma"">AIDS-related Kaposi's sarcoma</a>. <i>(Based on Walmsley et al. 1999 and Bodsworth et al. 2001)</i>","2022-09-05"
"Alizapride","","","",FALSE,FALSE,NA,"No record of FDA approval","","","","","","",NA,"","","","","","","",NA,"","","2022-09-05"
"All-trans retinoic acid","EMA","1994-03-31","NONE",FALSE,FALSE,FALSE,"No linked condition","","","","","","",NA,"","","","","","","",NA,"","1994-03-31: EURD","2023-07-31"
"All-trans retinoic acid","FDA","1995-11-22","NONE",FALSE,FALSE,FALSE,"","","","","","","",NA,"","","","","","","",NA,"","1995-11-22: Initial FDA approval","2022-09-05"
"All-trans retinoic acid","FDA","2004-07-19","Acute promyelocytic leukemia",FALSE,FALSE,FALSE,"","","","","","","Anthracycline OR contraindication to Anthracycline","FALSE","","","","","","t(15;17)|PML-RARA","FALSE",NA,"","2004-07-19: FDA approved for the induction of remission in patients with <a href=""/wiki/Acute_promyelocytic_leukemia"" title=""Acute promyelocytic leukemia"">acute promyelocytic leukemia (APL)</a>, French-American-British (FAB) classification M3 (including the M3 variant), characterized by the presence of the <a href=""/wiki/Biomarkers#t(15;17)"" title=""Biomarkers"">t(15;17) translocation</a> and/or the presence of the <a href=""/wiki/Biomarkers#PML-RARA"" title=""Biomarkers"">PML/RARA gene</a> who are refractory to, or who have relapsed from, anthracycline chemotherapy, or for whom anthracycline-based chemotherapy is contraindicated.","2023-01-03"
"Allopurinol","FDA","1966-08-19","NONE",FALSE,FALSE,TRUE,"No linked condition","","","","","","",NA,"","","","","","","",NA,"","1966-08-19: Initial approval","2022-09-05"
